,store_nbr,family,perishable,unit_sales
1331,42,HOME AND KITCHEN II,0,19820.0
1332,42,HOME APPLIANCES,0,187.0
1333,42,HOME CARE,0,157540.0
1334,42,LADIESWEAR,0,13671.0
1335,42,LAWN AND GARDEN,0,18950.0
1336,42,LINGERIE,0,3315.0
1337,42,"LIQUOR,WINE,BEER",0,57955.0
1338,42,MAGAZINES,0,6344.0
1339,42,MEATS,1,155331.9309999988
1340,42,PERSONAL CARE,0,170813.0
1341,42,PET SUPPLIES,0,5200.0
1342,42,PLAYERS AND ELECTRONICS,0,6181.0
1343,42,POULTRY,1,172139.2059999993
1344,42,PREPARED FOODS,1,58120.27199999999
1345,42,PRODUCE,1,1884907.4760000138
1346,42,SCHOOL AND OFFICE SUPPLIES,0,411.0
1347,42,SEAFOOD,1,13836.445000000029
1348,43,AUTOMOTIVE,0,10041.0
1349,43,BABY CARE,0,76.0
1350,43,BEAUTY,0,2014.0
1351,43,BEVERAGES,0,5005531.0
1352,43,BREAD/BAKERY,1,511667.0
1353,43,CELEBRATION,0,9065.0
1354,43,CLEANING,0,1703328.0
1355,43,DAIRY,1,595768.0
1356,43,DELI,1,393124.5999999999
1357,43,EGGS,1,236322.0
1358,43,FROZEN FOODS,0,85777.01699999988
1359,43,GROCERY I,0,5552270.468999999
1360,43,GROCERY II,0,7225.0
1361,43,HARDWARE,0,2006.0
1362,43,HOME AND KITCHEN I,0,24674.0
1363,43,HOME AND KITCHEN II,0,16553.0
1364,43,HOME APPLIANCES,0,228.0
1365,43,HOME CARE,0,231525.0
1366,43,LAWN AND GARDEN,0,1699.0
1367,43,LINGERIE,0,5874.0
1368,43,"LIQUOR,WINE,BEER",0,152472.0
1369,43,MAGAZINES,0,1959.0
1370,43,MEATS,1,249211.4370999992
1371,43,PERSONAL CARE,0,371808.0
1372,43,PET SUPPLIES,0,1130.0
1373,43,PLAYERS AND ELECTRONICS,0,4525.0
1374,43,POULTRY,1,285273.2853000022
1375,43,PREPARED FOODS,1,100852.89700000004
1376,43,PRODUCE,1,825522.5061999991
1377,43,SCHOOL AND OFFICE SUPPLIES,0,2916.0
1378,43,SEAFOOD,1,1251.0
1379,44,AUTOMOTIVE,0,31780.0
1380,44,BEAUTY,0,19622.0
1381,44,BEVERAGES,0,13417859.0
1382,44,BOOKS,0,528.0
1383,44,BREAD/BAKERY,1,2333058.278
1384,44,CELEBRATION,0,37773.0
1385,44,CLEANING,0,4308260.0
1386,44,DAIRY,1,4277954.0
1387,44,DELI,1,1004694.0379000005
1388,44,EGGS,1,1091864.0
1389,44,FROZEN FOODS,0,1021094.4900000002
1390,44,GROCERY I,0,16386055.039
1391,44,GROCERY II,0,137280.0
1392,44,HARDWARE,0,7034.0
1393,44,HOME AND KITCHEN I,0,134822.0
1394,44,HOME AND KITCHEN II,0,101678.0
1395,44,HOME APPLIANCES,0,3211.0
1396,44,HOME CARE,0,672167.0
1397,44,LADIESWEAR,0,33446.0
1398,44,LAWN AND GARDEN,0,21818.0
1399,44,LINGERIE,0,32469.0
1400,44,"LIQUOR,WINE,BEER",0,553902.0
1401,44,MAGAZINES,0,19250.0
1402,44,MEATS,1,1636611.0142000248
1403,44,PERSONAL CARE,0,941641.0
1404,44,PET SUPPLIES,0,34147.0
1405,44,PLAYERS AND ELECTRONICS,0,44317.0
1406,44,POULTRY,1,2086943.6252000052
1407,44,PREPARED FOODS,1,793011.6589999987
1408,44,PRODUCE,1,10666058.481600028
1409,44,SCHOOL AND OFFICE SUPPLIES,0,29543.0
1410,44,SEAFOOD,1,207652.62870000032
1411,45,AUTOMOTIVE,0,26403.0
1412,45,BEAUTY,0,16781.0
1413,45,BEVERAGES,0,11370352.0
1414,45,BOOKS,0,579.0
1415,45,BREAD/BAKERY,1,1914550.6169999999
1416,45,CELEBRATION,0,38865.0
1417,45,CLEANING,0,4217925.0
1418,45,DAIRY,1,3550072.0
1419,45,DELI,1,1083136.8150000032
1420,45,EGGS,1,696315.0
1421,45,FROZEN FOODS,0,877684.2809999997
1422,45,GROCERY I,0,16349751.289000003
1423,45,GROCERY II,0,139536.0
1424,45,HARDWARE,0,1832.0
1425,45,HOME AND KITCHEN I,0,79310.0
1426,45,HOME AND KITCHEN II,0,86332.0
1427,45,HOME APPLIANCES,0,2310.0
1428,45,HOME CARE,0,687754.0
1429,45,LADIESWEAR,0,27032.0
1430,45,LAWN AND GARDEN,0,30161.0
1431,45,LINGERIE,0,8667.0
1432,45,"LIQUOR,WINE,BEER",0,350532.0
1433,45,MAGAZINES,0,14695.0
1434,45,MEATS,1,2008611.4574999965
1435,45,PERSONAL CARE,0,1067375.0
1436,45,PET SUPPLIES,0,22762.0
1437,45,PLAYERS AND ELECTRONICS,0,31655.0
1438,45,POULTRY,1,2144082.1273999894
1439,45,PREPARED FOODS,1,548190.0839999998
1440,45,PRODUCE,1,6913583.057100082
1441,45,SCHOOL AND OFFICE SUPPLIES,0,27396.0
1442,45,SEAFOOD,1,163779.68839999978
1443,46,AUTOMOTIVE,0,25580.0
1444,46,BEAUTY,0,19901.0
1445,46,BEVERAGES,0,7861600.0
1446,46,BOOKS,0,199.0
1447,46,BREAD/BAKERY,1,1310106.1350000002
1448,46,CELEBRATION,0,23909.0
1449,46,CLEANING,0,3870620.0
1450,46,DAIRY,1,2406110.0
1451,46,DELI,1,1362965.6835000026
1452,46,EGGS,1,302358.0
1453,46,FROZEN FOODS,0,664864.5970000016
1454,46,GROCERY I,0,14342262.0
1455,46,GROCERY II,0,70753.0
1456,46,HARDWARE,0,2588.0
1457,46,HOME AND KITCHEN I,0,45801.0
1458,46,HOME AND KITCHEN II,0,57576.0
1459,46,HOME APPLIANCES,0,2356.0
1460,46,HOME CARE,0,715035.0
1461,46,LADIESWEAR,0,34459.0
1462,46,LAWN AND GARDEN,0,17938.0
1463,46,LINGERIE,0,13494.0
1464,46,"LIQUOR,WINE,BEER",0,202772.0
1465,46,MAGAZINES,0,7644.0
1466,46,MEATS,1,1968470.161799977
1467,46,PERSONAL CARE,0,1252553.0
1468,46,PET SUPPLIES,0,22118.0
1469,46,PLAYERS AND ELECTRONICS,0,26795.0
1470,46,POULTRY,1,1696866.645900015
1471,46,PREPARED FOODS,1,292184.5059999995
1472,46,PRODUCE,1,3169416.405299991
1473,46,SCHOOL AND OFFICE SUPPLIES,0,21786.0
1474,46,SEAFOOD,1,84969.98610000015
1475,47,AUTOMOTIVE,0,26930.0
1476,47,BEAUTY,0,20653.0
1477,47,BEVERAGES,0,10788853.0
1478,47,BOOKS,0,581.0
1479,47,BREAD/BAKERY,1,1864896.1309999996
1480,47,CELEBRATION,0,28690.0
1481,47,CLEANING,0,3915487.0
1482,47,DAIRY,1,3339190.0
1483,47,DELI,1,1079958.7474000033
1484,47,EGGS,1,600836.0
1485,47,FROZEN FOODS,0,716287.9660000011
1486,47,GROCERY I,0,15514528.49
1487,47,GROCERY II,0,108003.0
1488,47,HARDWARE,0,3043.0
1489,47,HOME AND KITCHEN I,0,67598.0
1490,47,HOME AND KITCHEN II,0,75063.0
1491,47,HOME APPLIANCES,0,3067.0
1492,47,HOME CARE,0,702590.0
1493,47,LADIESWEAR,0,31737.0
1494,47,LAWN AND GARDEN,0,27376.0
1495,47,LINGERIE,0,8598.0
1496,47,"LIQUOR,WINE,BEER",0,280368.0
1497,47,MAGAZINES,0,12393.0
1498,47,MEATS,1,1509934.8983000068
1499,47,PERSONAL CARE,0,1182880.0
1500,47,PET SUPPLIES,0,22767.0
1501,47,PLAYERS AND ELECTRONICS,0,30540.0
1502,47,POULTRY,1,1939042.0010000055
1503,47,PREPARED FOODS,1,486010.3530000003
1504,47,PRODUCE,1,6394991.163599936
1505,47,SCHOOL AND OFFICE SUPPLIES,0,20888.0
1506,47,SEAFOOD,1,144527.31050000008
1507,48,AUTOMOTIVE,0,22793.0
1508,48,BEAUTY,0,17773.0
1509,48,BEVERAGES,0,6313863.0
1510,48,BOOKS,0,57.0
1511,48,BREAD/BAKERY,1,1191064.674
1512,48,CELEBRATION,0,24101.0
1513,48,CLEANING,0,3602750.0
1514,48,DAIRY,1,2018656.0
1515,48,DELI,1,1096819.6821999988
1516,48,EGGS,1,239675.0
1517,48,FROZEN FOODS,0,520012.8630000008
1518,48,GROCERY I,0,12830994.111
1519,48,GROCERY II,0,71950.0
1520,48,HARDWARE,0,1507.0
1521,48,HOME AND KITCHEN I,0,54467.0
1522,48,HOME AND KITCHEN II,0,41125.0
1523,48,HOME APPLIANCES,0,1430.0
1524,48,HOME CARE,0,655404.0
1525,48,LADIESWEAR,0,27892.0
1526,48,LAWN AND GARDEN,0,10539.0
1527,48,LINGERIE,0,9189.0
1528,48,"LIQUOR,WINE,BEER",0,174764.0
1529,48,MAGAZINES,0,5105.0
1530,48,MEATS,1,1655114.1551999769
1531,48,PERSONAL CARE,0,1189326.0
1532,48,PET SUPPLIES,0,16196.0
1533,48,PLAYERS AND ELECTRONICS,0,22937.0
1534,48,POULTRY,1,1500673.4908000054
1535,48,PREPARED FOODS,1,221484.44499999995
1536,48,PRODUCE,1,2317729.369999992
1537,48,SCHOOL AND OFFICE SUPPLIES,0,27275.0
1538,48,SEAFOOD,1,50463.48329999994
1539,49,AUTOMOTIVE,0,17486.0
1540,49,BEAUTY,0,13243.0
1541,49,BEVERAGES,0,9221286.0
1542,49,BOOKS,0,454.0
1543,49,BREAD/BAKERY,1,1730652.1879999998
1544,49,CELEBRATION,0,34935.0
1545,49,CLEANING,0,2832581.0
1546,49,DAIRY,1,3184983.0
1547,49,DELI,1,618230.8772000006
1548,49,EGGS,1,724148.0
1549,49,FROZEN FOODS,0,718848.5419999987
1550,49,GROCERY I,0,11087980.0
1551,49,GROCERY II,0,108087.0
1552,49,HARDWARE,0,2858.0
1553,49,HOME AND KITCHEN I,0,66818.0
1554,49,HOME AND KITCHEN II,0,43614.0
1555,49,HOME APPLIANCES,0,1682.0
1556,49,HOME CARE,0,482693.0
1557,49,LADIESWEAR,0,18013.0
1558,49,LAWN AND GARDEN,0,28236.0
1559,49,LINGERIE,0,15355.0
1560,49,"LIQUOR,WINE,BEER",0,366079.0
1561,49,MAGAZINES,0,14214.0
1562,49,MEATS,1,1225518.3118000084
1563,49,PERSONAL CARE,0,662231.0
1564,49,PET SUPPLIES,0,17411.0
1565,49,PLAYERS AND ELECTRONICS,0,34163.0
1566,49,POULTRY,1,1470728.641800004
1567,49,PREPARED FOODS,1,500341.3819999987
1568,49,PRODUCE,1,8017967.250300046
1569,49,SCHOOL AND OFFICE SUPPLIES,0,15021.0
1570,49,SEAFOOD,1,144231.5924000003
1571,50,AUTOMOTIVE,0,19578.0
1572,50,BEAUTY,0,12959.0
1573,50,BEVERAGES,0,5424434.0
1574,50,BOOKS,0,291.0
1575,50,BREAD/BAKERY,1,973248.639
1576,50,CELEBRATION,0,37252.0
1577,50,CLEANING,0,2700334.0
1578,50,DAIRY,1,1691412.0
1579,50,DELI,1,773304.3932999994
1580,50,EGGS,1,193274.0
1581,50,FROZEN FOODS,0,445048.99100000015
1582,50,GROCERY I,0,10121781.295
1583,50,GROCERY II,0,78266.0
1584,50,HARDWARE,0,2541.0
1585,50,HOME AND KITCHEN I,0,82359.0
1586,50,HOME AND KITCHEN II,0,75537.0
1587,50,HOME APPLIANCES,0,1090.0
1588,50,HOME CARE,0,453522.0
1589,50,LADIESWEAR,0,22148.0
1590,50,LAWN AND GARDEN,0,8670.0
1591,50,LINGERIE,0,10408.0
1592,50,"LIQUOR,WINE,BEER",0,190695.0
1593,50,MAGAZINES,0,7858.0
1594,50,MEATS,1,1037095.7904999952
1595,50,PERSONAL CARE,0,825048.0
1596,50,PET SUPPLIES,0,9478.0
1597,50,PLAYERS AND ELECTRONICS,0,23875.0
1598,50,POULTRY,1,737513.3950999951
1599,50,PREPARED FOODS,1,207009.56699999966
1600,50,PRODUCE,1,2428159.1138999816
1601,50,SCHOOL AND OFFICE SUPPLIES,0,18947.0
1602,50,SEAFOOD,1,39881.43850000001
1603,51,AUTOMOTIVE,0,11776.0
1604,51,BEAUTY,0,8106.0
1605,51,BEVERAGES,0,6872756.0
1606,51,BOOKS,0,259.0
1607,51,BREAD/BAKERY,1,1438229.674
1608,51,CELEBRATION,0,16164.0
1609,51,CLEANING,0,2446406.0
1610,51,DAIRY,1,2460441.0
1611,51,DELI,1,436009.4754999995
1612,51,EGGS,1,564749.0
1613,51,FROZEN FOODS,0,551355.5270000005
1614,51,GROCERY I,0,8233707.0
1615,51,GROCERY II,0,53548.0
1616,51,HARDWARE,0,2391.0
1617,51,HOME AND KITCHEN I,0,35071.0
1618,51,HOME AND KITCHEN II,0,33946.0
1619,51,HOME APPLIANCES,0,1814.0
1620,51,HOME CARE,0,338775.0
1621,51,LADIESWEAR,0,4301.0
1622,51,LAWN AND GARDEN,0,29167.0
1623,51,LINGERIE,0,11163.0
1624,51,"LIQUOR,WINE,BEER",0,270015.0
1625,51,MAGAZINES,0,9816.0
1626,51,MEATS,1,1072030.285999995
1627,51,PERSONAL CARE,0,484158.0
1628,51,PET SUPPLIES,0,18580.0
1629,51,PLAYERS AND ELECTRONICS,0,12041.0
1630,51,POULTRY,1,1423296.3032999958
1631,51,PREPARED FOODS,1,285150.3090000002
1632,51,PRODUCE,1,5665150.369399996
1633,51,SCHOOL AND OFFICE SUPPLIES,0,10200.0
1634,51,SEAFOOD,1,110912.59189999997
1635,52,AUTOMOTIVE,0,1497.0
1636,52,BEAUTY,0,972.0
1637,52,BEVERAGES,0,537796.0
1638,52,BREAD/BAKERY,1,97520.837
1639,52,CELEBRATION,0,1343.0
1640,52,CLEANING,0,201411.0
1641,52,DAIRY,1,140584.0
1642,52,DELI,1,44664.42399999997
1643,52,EGGS,1,25002.0
1644,52,FROZEN FOODS,0,40622.08999999996
1645,52,GROCERY I,0,736213.0
1646,52,GROCERY II,0,5672.0
1647,52,HARDWARE,0,395.0
1648,52,HOME AND KITCHEN I,0,6926.0
1649,52,HOME AND KITCHEN II,0,6271.0
1650,52,HOME APPLIANCES,0,117.0
1651,52,HOME CARE,0,44347.0
1652,52,LADIESWEAR,0,1264.0
1653,52,LAWN AND GARDEN,0,7706.0
1654,52,LINGERIE,0,1003.0
1655,52,"LIQUOR,WINE,BEER",0,24750.0
1656,52,MAGAZINES,0,1247.0
1657,52,MEATS,1,59378.92000000002
1658,52,PERSONAL CARE,0,45450.0
1659,52,PET SUPPLIES,0,1741.0
1660,52,PLAYERS AND ELECTRONICS,0,3353.0
1661,52,POULTRY,1,58363.06699999998
1662,52,PREPARED FOODS,1,15951.206
1663,52,PRODUCE,1,581157.7130000003
1664,52,SCHOOL AND OFFICE SUPPLIES,0,2232.0
1665,52,SEAFOOD,1,1219.4759999999999
1666,53,AUTOMOTIVE,0,7962.0
1667,53,BABY CARE,0,22.0
1668,53,BEAUTY,0,5650.0
1669,53,BEVERAGES,0,2092799.0
1670,53,BOOKS,0,77.0
1671,53,BREAD/BAKERY,1,523932.156
1672,53,CELEBRATION,0,8820.0
1673,53,CLEANING,0,1066971.0
1674,53,DAIRY,1,574152.0
1675,53,DELI,1,246241.9064999994
1676,53,EGGS,1,108301.0
1677,53,FROZEN FOODS,0,190765.6399999998
1678,53,GROCERY I,0,3211885.0
1679,53,GROCERY II,0,17365.0
1680,53,HARDWARE,0,1535.0
1681,53,HOME AND KITCHEN I,0,23534.0
1682,53,HOME AND KITCHEN II,0,22856.0
1683,53,HOME APPLIANCES,0,151.0
1684,53,HOME CARE,0,195447.0
1685,53,LADIESWEAR,0,4465.0
1686,53,LAWN AND GARDEN,0,6098.0
1687,53,LINGERIE,0,6801.0
1688,53,"LIQUOR,WINE,BEER",0,116026.0
1689,53,MAGAZINES,0,3501.0
1690,53,MEATS,1,281787.03819999844
1691,53,PERSONAL CARE,0,287409.0
1692,53,PET SUPPLIES,0,3519.0
1693,53,PLAYERS AND ELECTRONICS,0,5848.0
1694,53,POULTRY,1,230921.72639999917
1695,53,PREPARED FOODS,1,84215.82699999998
1696,53,PRODUCE,1,1868028.4990000085
1697,53,SCHOOL AND OFFICE SUPPLIES,0,1268.0
1698,53,SEAFOOD,1,6549.4891
1699,54,AUTOMOTIVE,0,9526.0
1700,54,BABY CARE,0,303.0
1701,54,BEAUTY,0,1057.0
1702,54,BEVERAGES,0,2165045.0
1703,54,BREAD/BAKERY,1,367981.0
1704,54,CELEBRATION,0,4937.0
1705,54,CLEANING,0,1751763.0
1706,54,DAIRY,1,303271.0
1707,54,DELI,1,309642.409
1708,54,EGGS,1,118927.0
1709,54,FROZEN FOODS,0,56922.029000000024
1710,54,GROCERY I,0,4450789.795000001
1711,54,GROCERY II,0,13406.0
1712,54,HARDWARE,0,1191.0
1713,54,HOME AND KITCHEN I,0,25170.0
1714,54,HOME AND KITCHEN II,0,14625.0
1715,54,HOME APPLIANCES,0,304.0
1716,54,HOME CARE,0,224474.0
1717,54,LINGERIE,0,7240.0
1718,54,"LIQUOR,WINE,BEER",0,40191.0
1719,54,MAGAZINES,0,763.0
1720,54,MEATS,1,87712.7583999995
1721,54,PERSONAL CARE,0,306632.0
1722,54,PET SUPPLIES,0,172.0
1723,54,PLAYERS AND ELECTRONICS,0,3316.0
1724,54,POULTRY,1,88889.81220000033
1725,54,PREPARED FOODS,1,103090.0
1726,54,PRODUCE,1,596180.314200001
1727,54,SCHOOL AND OFFICE SUPPLIES,0,1023.0
1728,54,SEAFOOD,1,2938.0
